job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name
1041,Moore Ltd,Tech,AI Researcher,"Excel, Reinforcement Learning, NumPy, AWS, MLflow",Mid,Internship,"Abigailmouth, NE",85570-163706,2025/1/30,Mid,"Scikit-learn, FastAPI",Ai Researcher,AI Researcher,"['Excel', 'Reinforcement Learning', 'NumPy', 'AWS', 'MLflow']","['Scikit-learn', 'FastAPI']",5,2,85570,163706,124638.0,High (100K-150K),Abigailmouth,NE,Niger,Africa,Tech,Technology,Mid,Internship,Mid,2025-01-30,2025,1,1,January
1042,Hughes-Henry,Retail,Data Analyst,"TensorFlow, SQL, Scikit-learn",Mid,Full-time,"West James, ER",47968-108841,2024/7/3,Startup,"MLflow, LangChain, PyTorch",Data Analyst,Data Analyst,"['TensorFlow', 'SQL', 'Scikit-learn']","['MLflow', 'LangChain', 'PyTorch']",3,3,47968,108841,78404.5,Mid (70K-100K),West James,ER,Unknown,Other,Retail,Retail & E-commerce,Mid,Full-Time,Startup,2024-07-03,2024,7,3,July
1043,Johnson-Thomas,Healthcare,Data Analyst,"Reinforcement Learning, TensorFlow, PyTorch, Excel, FastAPI",Entry,Internship,"Lake Curtis, BS",110576-182999,2024/3/18,Large,"FastAPI, PyTorch, KDB+",Data Analyst,Data Analyst,"['Reinforcement Learning', 'TensorFlow', 'PyTorch', 'Excel', 'FastAPI']","['FastAPI', 'PyTorch', 'KDB+']",5,3,110576,182999,146787.5,High (100K-150K),Lake Curtis,BS,Bahamas,Caribbean,Healthcare,Healthcare,Entry,Internship,Large,2024-03-18,2024,3,1,March
1044,"Hunt, White and Schmidt",Tech,AI Researcher,"AWS, Python, MLflow, Scikit-learn, Keras, Power BI",Entry,Contract,"Josephstad, DZ",80195-161305,2025/8/1,Startup,TensorFlow,Ai Researcher,AI Researcher,"['AWS', 'Python', 'MLflow', 'Scikit-learn', 'Keras', 'Power BI']",['TensorFlow'],6,1,80195,161305,120750.0,High (100K-150K),Josephstad,DZ,Algeria,Africa,Tech,Technology,Entry,Contract,Startup,2025-08-01,2025,8,3,August
1045,Harris-Zavala,E-commerce,AI Product Manager,"GCP, SQL, LangChain, R",Mid,Remote,"West Michael, NI",131293-216683,2024/10/19,Startup,"FastAPI, BigQuery",Ai Product Manager,AI Product Manager,"['GCP', 'SQL', 'LangChain', 'R']","['FastAPI', 'BigQuery']",4,2,131293,216683,173988.0,Very High (>150K),West Michael,NI,Unknown,Other,E-Commerce,Retail & E-commerce,Mid,Remote,Startup,2024-10-19,2024,10,4,October
1046,Price PLC,Finance,AI Researcher,"SQL, Excel, AWS, MLflow, TensorFlow, FastAPI",Mid,Remote,"Madisonside, BH",113368-178541,2024/1/29,Startup,BigQuery,Ai Researcher,AI Researcher,"['SQL', 'Excel', 'AWS', 'MLflow', 'TensorFlow', 'FastAPI']",['BigQuery'],6,1,113368,178541,145954.5,High (100K-150K),Madisonside,BH,Unknown,Other,Finance,Finance & Banking,Mid,Remote,Startup,2024-01-29,2024,1,1,January
1047,Craig-Lloyd,Tech,Data Analyst,"MLflow, Reinforcement Learning, Azure, C++, Pandas, NumPy",Mid,Contract,"Priceborough, LU",86846-98704,2025/2/3,Startup,"BigQuery, MLflow, KDB+",Data Analyst,Data Analyst,"['MLflow', 'Reinforcement Learning', 'Azure', 'C++', 'Pandas', 'NumPy']","['BigQuery', 'MLflow', 'KDB+']",6,3,86846,98704,92775.0,Mid (70K-100K),Priceborough,LU,Luxembourg,Europe,Tech,Technology,Mid,Contract,Startup,2025-02-03,2025,2,1,February
1048,Bell-Perez,Tech,NLP Engineer,"Excel, C++, GCP, SQL, PyTorch",Mid,Internship,"Rossbury, SC",125414-140740,2024/8/1,Mid,"BigQuery, PyTorch",Nlp Engineer,NLP Engineer,"['Excel', 'C++', 'GCP', 'SQL', 'PyTorch']","['BigQuery', 'PyTorch']",5,2,125414,140740,133077.0,High (100K-150K),Rossbury,SC,Seychelles,Africa,Tech,Technology,Mid,Internship,Mid,2024-08-01,2024,8,3,August
1049,Cole-Clark,Automotive,Data Scientist,"CUDA, TensorFlow, Python, Azure, Scikit-learn",Entry,Internship,"South Meganmouth, LI",127708-143295,2024/11/5,Startup,FastAPI,Data Scientist,Data Scientist,"['CUDA', 'TensorFlow', 'Python', 'Azure', 'Scikit-learn']",['FastAPI'],5,1,127708,143295,135501.5,High (100K-150K),South Meganmouth,LI,Liechtenstein,Europe,Automotive,Automotive & Transportation,Entry,Internship,Startup,2024-11-05,2024,11,4,November
1050,Knight-Lozano,Finance,NLP Engineer,"LangChain, GCP, R, SQL",Senior,Remote,"New Heatherbury, BG",136117-208595,2023/10/21,Mid,"TensorFlow, Scikit-learn, KDB+",Nlp Engineer,NLP Engineer,"['LangChain', 'GCP', 'R', 'SQL']","['TensorFlow', 'Scikit-learn', 'KDB+']",4,3,136117,208595,172356.0,Very High (>150K),New Heatherbury,BG,Bulgaria,Europe,Finance,Finance & Banking,Senior,Remote,Mid,2023-10-21,2023,10,4,October
1051,Burton LLC,Automotive,Data Scientist,"Scikit-learn, Power BI, R, Reinforcement Learning, Excel, Azure",Senior,Full-time,"South Jamesville, JM",74834-103941,2024/6/4,Mid,KDB+,Data Scientist,Data Scientist,"['Scikit-learn', 'Power BI', 'R', 'Reinforcement Learning', 'Excel', 'Azure']",['KDB+'],6,1,74834,103941,89387.5,Mid (70K-100K),South Jamesville,JM,Jamaica,Caribbean,Automotive,Automotive & Transportation,Senior,Full-Time,Mid,2024-06-04,2024,6,2,June
1052,"Castillo, Bonilla and Mclaughlin",Automotive,Computer Vision Engineer,"NumPy, Excel, LangChain, Keras",Mid,Internship,"West Jasonmouth, IR",123956-163525,2024/3/14,Large,"LangChain, FastAPI",Computer Vision Engineer,Computer Vision Engineer,"['NumPy', 'Excel', 'LangChain', 'Keras']","['LangChain', 'FastAPI']",4,2,123956,163525,143740.5,High (100K-150K),West Jasonmouth,IR,Iran,Asia,Automotive,Automotive & Transportation,Mid,Internship,Large,2024-03-14,2024,3,1,March
1053,Byrd-Christian,Finance,NLP Engineer,"SQL, Reinforcement Learning, Python",Mid,Internship,"West Theresashire, NI",138221-219313,2024/11/7,Large,"FastAPI, TensorFlow",Nlp Engineer,NLP Engineer,"['SQL', 'Reinforcement Learning', 'Python']","['FastAPI', 'TensorFlow']",3,2,138221,219313,178767.0,Very High (>150K),West Theresashire,NI,Unknown,Other,Finance,Finance & Banking,Mid,Internship,Large,2024-11-07,2024,11,4,November
1054,Price-Sandoval,E-commerce,Data Scientist,"Flask, NumPy, C++",Senior,Remote,"Lake Markport, PK",46907-84839,2025/8/9,Large,"FastAPI, TensorFlow",Data Scientist,Data Scientist,"['Flask', 'NumPy', 'C++']","['FastAPI', 'TensorFlow']",3,2,46907,84839,65873.0,Low (<70K),Lake Markport,PK,Pakistan,Asia,E-Commerce,Retail & E-commerce,Senior,Remote,Large,2025-08-09,2025,8,3,August
1055,Black-Simmons,Automotive,Data Scientist,"Pandas, SQL, CUDA, Power BI, AWS",Senior,Full-time,"Allenburgh, BW",136391-226513,2024/7/3,Startup,"PyTorch, BigQuery, TensorFlow",Data Scientist,Data Scientist,"['Pandas', 'SQL', 'CUDA', 'Power BI', 'AWS']","['PyTorch', 'BigQuery', 'TensorFlow']",5,3,136391,226513,181452.0,Very High (>150K),Allenburgh,BW,Botswana,Africa,Automotive,Automotive & Transportation,Senior,Full-Time,Startup,2024-07-03,2024,7,3,July
1056,"Berger, Jackson and Hansen",Automotive,Data Analyst,"CUDA, SQL, Power BI, GCP, FastAPI, PyTorch",Mid,Contract,"Hopkinstown, KP",113830-133491,2025/7/9,Mid,"BigQuery, KDB+",Data Analyst,Data Analyst,"['CUDA', 'SQL', 'Power BI', 'GCP', 'FastAPI', 'PyTorch']","['BigQuery', 'KDB+']",6,2,113830,133491,123660.5,High (100K-150K),Hopkinstown,KP,Unknown,Other,Automotive,Automotive & Transportation,Mid,Contract,Mid,2025-07-09,2025,7,3,July
1057,Kent-Preston,E-commerce,Data Analyst,"Excel, GCP, Scikit-learn, PyTorch",Senior,Full-time,"North Nicolechester, CO",45973-72433,2024/6/11,Mid,KDB+,Data Analyst,Data Analyst,"['Excel', 'GCP', 'Scikit-learn', 'PyTorch']",['KDB+'],4,1,45973,72433,59203.0,Low (<70K),North Nicolechester,CO,Colombia,South America,E-Commerce,Retail & E-commerce,Senior,Full-Time,Mid,2024-06-11,2024,6,2,June
1058,"Hartman, Rowe and Hernandez",Automotive,Data Analyst,"C++, NumPy, Excel, Keras, TensorFlow",Entry,Internship,"East Joseph, GR",85501-149518,2024/4/30,Large,"FastAPI, Scikit-learn",Data Analyst,Data Analyst,"['C++', 'NumPy', 'Excel', 'Keras', 'TensorFlow']","['FastAPI', 'Scikit-learn']",5,2,85501,149518,117509.5,High (100K-150K),East Joseph,GR,Unknown,Other,Automotive,Automotive & Transportation,Entry,Internship,Large,2024-04-30,2024,4,2,April
1059,Morrison-Turner,Retail,Computer Vision Engineer,"C++, SQL, Flask, PyTorch, MLflow, FastAPI",Entry,Contract,"Mayerview, NI",137862-169321,2025/8/25,Mid,"KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['C++', 'SQL', 'Flask', 'PyTorch', 'MLflow', 'FastAPI']","['KDB+', 'TensorFlow']",6,2,137862,169321,153591.5,Very High (>150K),Mayerview,NI,Unknown,Other,Retail,Retail & E-commerce,Entry,Contract,Mid,2025-08-25,2025,8,3,August
1060,Smith Inc,Tech,AI Product Manager,"Power BI, SQL, Reinforcement Learning, TensorFlow",Mid,Internship,"New Adam, BN",104563-140859,2025/3/4,Startup,"LangChain, MLflow, FastAPI",Ai Product Manager,AI Product Manager,"['Power BI', 'SQL', 'Reinforcement Learning', 'TensorFlow']","['LangChain', 'MLflow', 'FastAPI']",4,3,104563,140859,122711.0,High (100K-150K),New Adam,BN,Brunei,Asia,Tech,Technology,Mid,Internship,Startup,2025-03-04,2025,3,1,March
1061,Gardner-Chavez,Tech,Data Scientist,"TensorFlow, Pandas, Flask, Reinforcement Learning, Azure",Mid,Full-time,"Lopezfort, KH",119393-154411,2023/12/17,Mid,"MLflow, TensorFlow",Data Scientist,Data Scientist,"['TensorFlow', 'Pandas', 'Flask', 'Reinforcement Learning', 'Azure']","['MLflow', 'TensorFlow']",5,2,119393,154411,136902.0,High (100K-150K),Lopezfort,KH,Cambodia,Asia,Tech,Technology,Mid,Full-Time,Mid,2023-12-17,2023,12,4,December
1062,Morris-Blake,Healthcare,Data Scientist,"Python, NumPy, LangChain, Excel",Senior,Contract,"Lake Anthony, CL",52342-65593,2024/1/5,Mid,"LangChain, PyTorch",Data Scientist,Data Scientist,"['Python', 'NumPy', 'LangChain', 'Excel']","['LangChain', 'PyTorch']",4,2,52342,65593,58967.5,Low (<70K),Lake Anthony,CL,Chile,South America,Healthcare,Healthcare,Senior,Contract,Mid,2024-01-05,2024,1,1,January
1063,Hunter-Ward,Finance,ML Engineer,"SQL, Python, CUDA, FastAPI, TensorFlow",Senior,Remote,"Millerborough, WS",110675-194128,2023/12/1,Large,"MLflow, Scikit-learn, FastAPI",Ml Engineer,ML Engineer,"['SQL', 'Python', 'CUDA', 'FastAPI', 'TensorFlow']","['MLflow', 'Scikit-learn', 'FastAPI']",5,3,110675,194128,152401.5,Very High (>150K),Millerborough,WS,Unknown,Other,Finance,Finance & Banking,Senior,Remote,Large,2023-12-01,2023,12,4,December
1064,Hicks and Sons,Finance,Data Scientist,"Reinforcement Learning, Excel, Azure, SQL, FastAPI, Pandas",Entry,Remote,"Port Franciscoside, GT",93518-182685,2025/6/12,Large,"PyTorch, BigQuery, FastAPI",Data Scientist,Data Scientist,"['Reinforcement Learning', 'Excel', 'Azure', 'SQL', 'FastAPI', 'Pandas']","['PyTorch', 'BigQuery', 'FastAPI']",6,3,93518,182685,138101.5,High (100K-150K),Port Franciscoside,GT,Guatemala,Central America,Finance,Finance & Banking,Entry,Remote,Large,2025-06-12,2025,6,2,June
1065,Torres-Clark,Education,NLP Engineer,"Excel, Hugging Face, CUDA, Flask, TensorFlow, C++",Entry,Contract,"West Jason, RO",80174-143646,2023/10/26,Mid,"PyTorch, KDB+, BigQuery",Nlp Engineer,NLP Engineer,"['Excel', 'Hugging Face', 'CUDA', 'Flask', 'TensorFlow', 'C++']","['PyTorch', 'KDB+', 'BigQuery']",6,3,80174,143646,111910.0,High (100K-150K),West Jason,RO,Romania,Europe,Education,Education,Entry,Contract,Mid,2023-10-26,2023,10,4,October
1066,Brown Ltd,Automotive,Data Analyst,"C++, GCP, Reinforcement Learning",Senior,Contract,"West Keithview, LU",90229-182531,2025/3/13,Mid,LangChain,Data Analyst,Data Analyst,"['C++', 'GCP', 'Reinforcement Learning']",['LangChain'],3,1,90229,182531,136380.0,High (100K-150K),West Keithview,LU,Luxembourg,Europe,Automotive,Automotive & Transportation,Senior,Contract,Mid,2025-03-13,2025,3,1,March
1067,Kerr Ltd,Education,Quant Researcher,"PyTorch, CUDA, AWS, Reinforcement Learning",Entry,Full-time,"Juanburgh, TD",42741-138581,2024/1/14,Mid,"MLflow, PyTorch, TensorFlow",Quant Researcher,Quant Researcher,"['PyTorch', 'CUDA', 'AWS', 'Reinforcement Learning']","['MLflow', 'PyTorch', 'TensorFlow']",4,3,42741,138581,90661.0,Mid (70K-100K),Juanburgh,TD,Chad,Africa,Education,Education,Entry,Full-Time,Mid,2024-01-14,2024,1,1,January
1068,"Hobbs, Moreno and Williams",Finance,ML Engineer,"Scikit-learn, Pandas, Keras, Power BI, TensorFlow, LangChain",Mid,Full-time,"Andrewmouth, GN",141028-211158,2025/8/31,Startup,"LangChain, PyTorch, KDB+",Ml Engineer,ML Engineer,"['Scikit-learn', 'Pandas', 'Keras', 'Power BI', 'TensorFlow', 'LangChain']","['LangChain', 'PyTorch', 'KDB+']",6,3,141028,211158,176093.0,Very High (>150K),Andrewmouth,GN,Unknown,Other,Finance,Finance & Banking,Mid,Full-Time,Startup,2025-08-31,2025,8,3,August
1069,"Brown, Giles and Thompson",E-commerce,ML Engineer,"R, LangChain, MLflow, Power BI, Azure, CUDA",Entry,Internship,"North Mistyland, DJ",62711-120957,2025/2/17,Startup,BigQuery,Ml Engineer,ML Engineer,"['R', 'LangChain', 'MLflow', 'Power BI', 'Azure', 'CUDA']",['BigQuery'],6,1,62711,120957,91834.0,Mid (70K-100K),North Mistyland,DJ,Unknown,Other,E-Commerce,Retail & E-commerce,Entry,Internship,Startup,2025-02-17,2025,2,1,February
1070,Jordan Inc,Healthcare,ML Engineer,"AWS, Excel, C++, Keras",Mid,Full-time,"Joelland, MC",140092-164804,2025/2/28,Mid,Scikit-learn,Ml Engineer,ML Engineer,"['AWS', 'Excel', 'C++', 'Keras']",['Scikit-learn'],4,1,140092,164804,152448.0,Very High (>150K),Joelland,MC,Monaco,Europe,Healthcare,Healthcare,Mid,Full-Time,Mid,2025-02-28,2025,2,1,February
1071,Rodriguez Inc,Tech,AI Product Manager,"AWS, SQL, Scikit-learn, Flask, FastAPI",Mid,Internship,"Lake Debbie, SZ",72382-84197,2025/4/13,Mid,"MLflow, LangChain",Ai Product Manager,AI Product Manager,"['AWS', 'SQL', 'Scikit-learn', 'Flask', 'FastAPI']","['MLflow', 'LangChain']",5,2,72382,84197,78289.5,Mid (70K-100K),Lake Debbie,SZ,Unknown,Other,Tech,Technology,Mid,Internship,Mid,2025-04-13,2025,4,2,April
1072,Evans-Alvarado,Retail,NLP Engineer,"FastAPI, AWS, Pandas, Excel, Reinforcement Learning, Azure",Senior,Remote,"Davidmouth, BJ",91789-114759,2025/6/23,Large,"FastAPI, TensorFlow, BigQuery",Nlp Engineer,NLP Engineer,"['FastAPI', 'AWS', 'Pandas', 'Excel', 'Reinforcement Learning', 'Azure']","['FastAPI', 'TensorFlow', 'BigQuery']",6,3,91789,114759,103274.0,High (100K-150K),Davidmouth,BJ,Benin,Africa,Retail,Retail & E-commerce,Senior,Remote,Large,2025-06-23,2025,6,2,June
1073,"Phillips, Sanchez and Christensen",E-commerce,AI Product Manager,"CUDA, Pandas, Python, PyTorch, Azure, Keras",Entry,Internship,"East Davidchester, NE",112036-153498,2025/2/8,Large,LangChain,Ai Product Manager,AI Product Manager,"['CUDA', 'Pandas', 'Python', 'PyTorch', 'Azure', 'Keras']",['LangChain'],6,1,112036,153498,132767.0,High (100K-150K),East Davidchester,NE,Niger,Africa,E-Commerce,Retail & E-commerce,Entry,Internship,Large,2025-02-08,2025,2,1,February
1074,"Sexton, Davis and Allen",Healthcare,NLP Engineer,"R, Flask, Keras, GCP, Hugging Face",Mid,Full-time,"Lake David, FI",45224-79444,2025/6/13,Startup,Scikit-learn,Nlp Engineer,NLP Engineer,"['R', 'Flask', 'Keras', 'GCP', 'Hugging Face']",['Scikit-learn'],5,1,45224,79444,62334.0,Low (<70K),Lake David,FI,Finland,Europe,Healthcare,Healthcare,Mid,Full-Time,Startup,2025-06-13,2025,6,2,June
1075,"Gill, Russo and Hill",Automotive,Quant Researcher,"LangChain, Keras, Excel",Entry,Internship,"Gomezchester, UG",62949-91600,2023/12/19,Startup,PyTorch,Quant Researcher,Quant Researcher,"['LangChain', 'Keras', 'Excel']",['PyTorch'],3,1,62949,91600,77274.5,Mid (70K-100K),Gomezchester,UG,Uganda,Africa,Automotive,Automotive & Transportation,Entry,Internship,Startup,2023-12-19,2023,12,4,December
1076,"Walsh, Davis and Tanner",Automotive,Data Analyst,"Power BI, Scikit-learn, Keras, TensorFlow, MLflow, SQL",Senior,Full-time,"North Brettfurt, MH",67630-155926,2025/4/25,Large,"TensorFlow, BigQuery, FastAPI",Data Analyst,Data Analyst,"['Power BI', 'Scikit-learn', 'Keras', 'TensorFlow', 'MLflow', 'SQL']","['TensorFlow', 'BigQuery', 'FastAPI']",6,3,67630,155926,111778.0,High (100K-150K),North Brettfurt,MH,Unknown,Other,Automotive,Automotive & Transportation,Senior,Full-Time,Large,2025-04-25,2025,4,2,April
1077,Green Group,E-commerce,AI Researcher,"SQL, Excel, Flask, NumPy, FastAPI",Entry,Contract,"Port Yvetteland, LK",92512-136705,2023/12/12,Mid,"TensorFlow, PyTorch",Ai Researcher,AI Researcher,"['SQL', 'Excel', 'Flask', 'NumPy', 'FastAPI']","['TensorFlow', 'PyTorch']",5,2,92512,136705,114608.5,High (100K-150K),Port Yvetteland,LK,Unknown,Other,E-Commerce,Retail & E-commerce,Entry,Contract,Mid,2023-12-12,2023,12,4,December
1078,"Wilson, Wilson and Austin",Finance,Data Analyst,"GCP, SQL, Keras, AWS, Python",Mid,Remote,"Mistyfurt, KP",96374-117586,2024/6/18,Large,"TensorFlow, FastAPI",Data Analyst,Data Analyst,"['GCP', 'SQL', 'Keras', 'AWS', 'Python']","['TensorFlow', 'FastAPI']",5,2,96374,117586,106980.0,High (100K-150K),Mistyfurt,KP,Unknown,Other,Finance,Finance & Banking,Mid,Remote,Large,2024-06-18,2024,6,2,June
1079,Williams-Thomas,Retail,NLP Engineer,"Flask, AWS, Reinforcement Learning, LangChain, FastAPI",Mid,Internship,"North Patricia, YE",72840-136135,2025/5/28,Large,PyTorch,Nlp Engineer,NLP Engineer,"['Flask', 'AWS', 'Reinforcement Learning', 'LangChain', 'FastAPI']",['PyTorch'],5,1,72840,136135,104487.5,High (100K-150K),North Patricia,YE,Yemen,Asia,Retail,Retail & E-commerce,Mid,Internship,Large,2025-05-28,2025,5,2,May
1080,"Thompson, Gibson and Simmons",Retail,NLP Engineer,"Python, AWS, MLflow, C++, R",Mid,Remote,"Gutierreztown, TJ",107564-192348,2025/9/1,Mid,FastAPI,Nlp Engineer,NLP Engineer,"['Python', 'AWS', 'MLflow', 'C++', 'R']",['FastAPI'],5,1,107564,192348,149956.0,High (100K-150K),Gutierreztown,TJ,Unknown,Other,Retail,Retail & E-commerce,Mid,Remote,Mid,2025-09-01,2025,9,3,September
1081,"Bush, Dennis and Burke",Automotive,AI Product Manager,"Python, MLflow, LangChain, GCP, PyTorch, Keras",Entry,Full-time,"Benitezfurt, ST",101793-153283,2024/7/14,Startup,"PyTorch, Scikit-learn, BigQuery",Ai Product Manager,AI Product Manager,"['Python', 'MLflow', 'LangChain', 'GCP', 'PyTorch', 'Keras']","['PyTorch', 'Scikit-learn', 'BigQuery']",6,3,101793,153283,127538.0,High (100K-150K),Benitezfurt,ST,Unknown,Other,Automotive,Automotive & Transportation,Entry,Full-Time,Startup,2024-07-14,2024,7,3,July
1082,Anderson and Sons,Retail,Data Analyst,"AWS, Excel, Keras, Power BI, CUDA, Flask",Senior,Remote,"Griffintown, KP",111604-157715,2025/3/25,Startup,"BigQuery, MLflow",Data Analyst,Data Analyst,"['AWS', 'Excel', 'Keras', 'Power BI', 'CUDA', 'Flask']","['BigQuery', 'MLflow']",6,2,111604,157715,134659.5,High (100K-150K),Griffintown,KP,Unknown,Other,Retail,Retail & E-commerce,Senior,Remote,Startup,2025-03-25,2025,3,1,March
1083,"Russell, Wood and Robertson",E-commerce,Quant Researcher,"Python, Excel, FastAPI, GCP, C++, PyTorch",Senior,Remote,"Gonzalezstad, VN",124909-142566,2025/9/1,Mid,"MLflow, LangChain, BigQuery",Quant Researcher,Quant Researcher,"['Python', 'Excel', 'FastAPI', 'GCP', 'C++', 'PyTorch']","['MLflow', 'LangChain', 'BigQuery']",6,3,124909,142566,133737.5,High (100K-150K),Gonzalezstad,VN,Vietnam,Asia,E-Commerce,Retail & E-commerce,Senior,Remote,Mid,2025-09-01,2025,9,3,September
1084,Johnson LLC,Tech,Data Scientist,"GCP, Azure, CUDA, AWS, PyTorch",Senior,Contract,"South Christopher, FJ",142140-231014,2024/2/15,Startup,"TensorFlow, MLflow, Scikit-learn",Data Scientist,Data Scientist,"['GCP', 'Azure', 'CUDA', 'AWS', 'PyTorch']","['TensorFlow', 'MLflow', 'Scikit-learn']",5,3,142140,231014,186577.0,Very High (>150K),South Christopher,FJ,Fiji,Oceania,Tech,Technology,Senior,Contract,Startup,2024-02-15,2024,2,1,February
1085,Kaufman LLC,Tech,ML Engineer,"AWS, Excel, SQL, Scikit-learn",Senior,Full-time,"Port Ianfurt, LR",74360-154591,2023/12/24,Startup,"Scikit-learn, KDB+, PyTorch",Ml Engineer,ML Engineer,"['AWS', 'Excel', 'SQL', 'Scikit-learn']","['Scikit-learn', 'KDB+', 'PyTorch']",4,3,74360,154591,114475.5,High (100K-150K),Port Ianfurt,LR,Liberia,Africa,Tech,Technology,Senior,Full-Time,Startup,2023-12-24,2023,12,4,December
1086,Murphy LLC,Healthcare,Data Analyst,"Keras, TensorFlow, MLflow, NumPy, Pandas, Scikit-learn",Senior,Contract,"Whitefort, NI",142266-205665,2024/4/6,Large,"LangChain, FastAPI, PyTorch",Data Analyst,Data Analyst,"['Keras', 'TensorFlow', 'MLflow', 'NumPy', 'Pandas', 'Scikit-learn']","['LangChain', 'FastAPI', 'PyTorch']",6,3,142266,205665,173965.5,Very High (>150K),Whitefort,NI,Unknown,Other,Healthcare,Healthcare,Senior,Contract,Large,2024-04-06,2024,4,2,April
1087,Matthews-Collins,E-commerce,NLP Engineer,"Flask, Pandas, GCP",Senior,Full-time,"Jonesville, TO",85449-173276,2025/1/24,Mid,"LangChain, PyTorch",Nlp Engineer,NLP Engineer,"['Flask', 'Pandas', 'GCP']","['LangChain', 'PyTorch']",3,2,85449,173276,129362.5,High (100K-150K),Jonesville,TO,Unknown,Other,E-Commerce,Retail & E-commerce,Senior,Full-Time,Mid,2025-01-24,2025,1,1,January
1088,Rivas PLC,Retail,AI Product Manager,"CUDA, SQL, Azure, MLflow, Python, GCP",Mid,Contract,"South Timothystad, CH",72838-82839,2023/9/26,Startup,KDB+,Ai Product Manager,AI Product Manager,"['CUDA', 'SQL', 'Azure', 'MLflow', 'Python', 'GCP']",['KDB+'],6,1,72838,82839,77838.5,Mid (70K-100K),South Timothystad,CH,Unknown,Other,Retail,Retail & E-commerce,Mid,Contract,Startup,2023-09-26,2023,9,3,September
1089,Alvarez PLC,Automotive,Computer Vision Engineer,"Azure, Flask, PyTorch, C++, GCP, Pandas",Entry,Remote,"North Connorfurt, PA",58883-94087,2024/1/13,Mid,"KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['Azure', 'Flask', 'PyTorch', 'C++', 'GCP', 'Pandas']","['KDB+', 'TensorFlow']",6,2,58883,94087,76485.0,Mid (70K-100K),North Connorfurt,PA,Panama,Central America,Automotive,Automotive & Transportation,Entry,Remote,Mid,2024-01-13,2024,1,1,January
1090,Best Inc,E-commerce,Data Analyst,"FastAPI, Excel, AWS, TensorFlow",Entry,Internship,"Lake Melanie, VU",137871-236301,2024/7/19,Mid,PyTorch,Data Analyst,Data Analyst,"['FastAPI', 'Excel', 'AWS', 'TensorFlow']",['PyTorch'],4,1,137871,236301,187086.0,Very High (>150K),Lake Melanie,VU,Vanuatu,Oceania,E-Commerce,Retail & E-commerce,Entry,Internship,Mid,2024-07-19,2024,7,3,July
1091,"Ochoa, Davidson and Thomas",Education,Quant Researcher,"Azure, Keras, C++, LangChain",Senior,Remote,"Coryton, WS",72807-148336,2025/3/11,Large,"TensorFlow, BigQuery",Quant Researcher,Quant Researcher,"['Azure', 'Keras', 'C++', 'LangChain']","['TensorFlow', 'BigQuery']",4,2,72807,148336,110571.5,High (100K-150K),Coryton,WS,Unknown,Other,Education,Education,Senior,Remote,Large,2025-03-11,2025,3,1,March
1092,"Reilly, Barajas and Hughes",Finance,AI Product Manager,"CUDA, Excel, FastAPI, MLflow, Azure, Power BI",Senior,Full-time,"South Kathleen, MV",121770-181258,2024/2/23,Startup,"FastAPI, BigQuery",Ai Product Manager,AI Product Manager,"['CUDA', 'Excel', 'FastAPI', 'MLflow', 'Azure', 'Power BI']","['FastAPI', 'BigQuery']",6,2,121770,181258,151514.0,Very High (>150K),South Kathleen,MV,Unknown,Other,Finance,Finance & Banking,Senior,Full-Time,Startup,2024-02-23,2024,2,1,February
1093,"Dixon, Wright and Smith",Education,Data Analyst,"MLflow, SQL, Pandas",Entry,Internship,"Markfort, NO",59736-141312,2025/9/10,Large,"BigQuery, KDB+",Data Analyst,Data Analyst,"['MLflow', 'SQL', 'Pandas']","['BigQuery', 'KDB+']",3,2,59736,141312,100524.0,High (100K-150K),Markfort,NO,Norway,Europe,Education,Education,Entry,Internship,Large,2025-09-10,2025,9,3,September
1094,"Sawyer, Hall and Lowe",Automotive,Data Analyst,"CUDA, NumPy, Keras",Mid,Internship,"Nancyberg, AF",54563-120250,2023/12/28,Large,"TensorFlow, MLflow, PyTorch",Data Analyst,Data Analyst,"['CUDA', 'NumPy', 'Keras']","['TensorFlow', 'MLflow', 'PyTorch']",3,3,54563,120250,87406.5,Mid (70K-100K),Nancyberg,AF,Unknown,Other,Automotive,Automotive & Transportation,Mid,Internship,Large,2023-12-28,2023,12,4,December
1095,"Donaldson, Espinoza and Mills",Tech,AI Product Manager,"C++, Reinforcement Learning, Flask, AWS, Scikit-learn, NumPy",Senior,Full-time,"Matthewsberg, DO",59528-141804,2024/12/11,Mid,FastAPI,Ai Product Manager,AI Product Manager,"['C++', 'Reinforcement Learning', 'Flask', 'AWS', 'Scikit-learn', 'NumPy']",['FastAPI'],6,1,59528,141804,100666.0,High (100K-150K),Matthewsberg,DO,Dominican Republic,Caribbean,Tech,Technology,Senior,Full-Time,Mid,2024-12-11,2024,12,4,December
