job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name,skill_TensorFlow,skill_Excel,skill_Pandas,skill_FastAPI,skill_NumPy,skill_Reinforcement Learning,skill_Azure,skill_SQL,skill_Hugging Face,skill_Keras,skill_GCP,skill_AWS,skill_Power BI,skill_Python,skill_PyTorch,skill_LangChain,skill_Scikit-learn,skill_Flask,skill_CUDA,skill_R,skill_C++,skill_MLflow,tool_MLflow,tool_LangChain,tool_FastAPI,tool_KDB+,tool_BigQuery,tool_TensorFlow,tool_PyTorch,tool_Scikit-learn,job_category_encoded,experience_level_encoded,employment_type_encoded,industry_encoded,company_size_encoded,region_encoded,salary_category_encoded,salary_range,salary_range_pct,posting_age,total_tech_count
1075,"Gill, Russo and Hill",Automotive,Quant Researcher,"LangChain, Keras, Excel",Entry,Internship,"Gomezchester, UG",62949-91600,2023/12/19,Startup,PyTorch,Quant Researcher,Quant Researcher,"['LangChain', 'Keras', 'Excel']",['PyTorch'],3,1,62949,91600,77274.5,Mid (70K-100K),Gomezchester,UG,Uganda,Africa,Automotive,Automotive & Transportation,Entry,Internship,Startup,2023-12-19,2023,12,4,December,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,2,0,2,28651,0.3707691411785259,2,4
1076,"Walsh, Davis and Tanner",Automotive,Data Analyst,"Power BI, Scikit-learn, Keras, TensorFlow, MLflow, SQL",Senior,Full-time,"North Brettfurt, MH",67630-155926,2025/4/25,Large,"TensorFlow, BigQuery, FastAPI",Data Analyst,Data Analyst,"['Power BI', 'Scikit-learn', 'Keras', 'TensorFlow', 'MLflow', 'SQL']","['TensorFlow', 'BigQuery', 'FastAPI']",6,3,67630,155926,111778.0,High (100K-150K),North Brettfurt,MH,Unknown,Other,Automotive,Automotive & Transportation,Senior,Full-Time,Large,2025-04-25,2025,4,2,April,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,3,2,1,0,0,8,0,88296,0.7899228828570918,0,9
1077,Green Group,E-commerce,AI Researcher,"SQL, Excel, Flask, NumPy, FastAPI",Entry,Contract,"Port Yvetteland, LK",92512-136705,2023/12/12,Mid,"TensorFlow, PyTorch",Ai Researcher,AI Researcher,"['SQL', 'Excel', 'Flask', 'NumPy', 'FastAPI']","['TensorFlow', 'PyTorch']",5,2,92512,136705,114608.5,High (100K-150K),Port Yvetteland,LK,Unknown,Other,E-Commerce,Retail & E-commerce,Entry,Contract,Mid,2023-12-12,2023,12,4,December,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,8,0,44193,0.3855996719266023,2,7
1078,"Wilson, Wilson and Austin",Finance,Data Analyst,"GCP, SQL, Keras, AWS, Python",Mid,Remote,"Mistyfurt, KP",96374-117586,2024/6/18,Large,"TensorFlow, FastAPI",Data Analyst,Data Analyst,"['GCP', 'SQL', 'Keras', 'AWS', 'Python']","['TensorFlow', 'FastAPI']",5,2,96374,117586,106980.0,High (100K-150K),Mistyfurt,KP,Unknown,Other,Finance,Finance & Banking,Mid,Remote,Large,2024-06-18,2024,6,2,June,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,3,0,8,0,21212,0.19828005234623294,1,7
1079,Williams-Thomas,Retail,NLP Engineer,"Flask, AWS, Reinforcement Learning, LangChain, FastAPI",Mid,Internship,"North Patricia, YE",72840-136135,2025/5/28,Large,PyTorch,Nlp Engineer,NLP Engineer,"['Flask', 'AWS', 'Reinforcement Learning', 'LangChain', 'FastAPI']",['PyTorch'],5,1,72840,136135,104487.5,High (100K-150K),North Patricia,YE,Yemen,Asia,Retail,Retail & E-commerce,Mid,Internship,Large,2025-05-28,2025,5,2,May,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,2,5,0,1,0,63295,0.605766239980859,0,6
1080,"Thompson, Gibson and Simmons",Retail,NLP Engineer,"Python, AWS, MLflow, C++, R",Mid,Remote,"Gutierreztown, TJ",107564-192348,2025/9/1,Mid,FastAPI,Nlp Engineer,NLP Engineer,"['Python', 'AWS', 'MLflow', 'C++', 'R']",['FastAPI'],5,1,107564,192348,149956.0,High (100K-150K),Gutierreztown,TJ,Unknown,Other,Retail,Retail & E-commerce,Mid,Remote,Mid,2025-09-01,2025,9,3,September,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6,1,3,5,1,8,0,84784,0.5653925151377738,0,6
1081,"Bush, Dennis and Burke",Automotive,AI Product Manager,"Python, MLflow, LangChain, GCP, PyTorch, Keras",Entry,Full-time,"Benitezfurt, ST",101793-153283,2024/7/14,Startup,"PyTorch, Scikit-learn, BigQuery",Ai Product Manager,AI Product Manager,"['Python', 'MLflow', 'LangChain', 'GCP', 'PyTorch', 'Keras']","['PyTorch', 'Scikit-learn', 'BigQuery']",6,3,101793,153283,127538.0,High (100K-150K),Benitezfurt,ST,Unknown,Other,Automotive,Automotive & Transportation,Entry,Full-Time,Startup,2024-07-14,2024,7,3,July,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2,8,0,51490,0.4037228120246515,1,9
1082,Anderson and Sons,Retail,Data Analyst,"AWS, Excel, Keras, Power BI, CUDA, Flask",Senior,Remote,"Griffintown, KP",111604-157715,2025/3/25,Startup,"BigQuery, MLflow",Data Analyst,Data Analyst,"['AWS', 'Excel', 'Keras', 'Power BI', 'CUDA', 'Flask']","['BigQuery', 'MLflow']",6,2,111604,157715,134659.5,High (100K-150K),Griffintown,KP,Unknown,Other,Retail,Retail & E-commerce,Senior,Remote,Startup,2025-03-25,2025,3,1,March,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,2,3,5,2,8,0,46111,0.3424266390414341,0,8
1083,"Russell, Wood and Robertson",E-commerce,Quant Researcher,"Python, Excel, FastAPI, GCP, C++, PyTorch",Senior,Remote,"Gonzalezstad, VN",124909-142566,2025/9/1,Mid,"MLflow, LangChain, BigQuery",Quant Researcher,Quant Researcher,"['Python', 'Excel', 'FastAPI', 'GCP', 'C++', 'PyTorch']","['MLflow', 'LangChain', 'BigQuery']",6,3,124909,142566,133737.5,High (100K-150K),Gonzalezstad,VN,Vietnam,Asia,E-Commerce,Retail & E-commerce,Senior,Remote,Mid,2025-09-01,2025,9,3,September,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,7,2,3,1,1,1,0,17657,0.13202729227030563,0,9
1084,Johnson LLC,Tech,Data Scientist,"GCP, Azure, CUDA, AWS, PyTorch",Senior,Contract,"South Christopher, FJ",142140-231014,2024/2/15,Startup,"TensorFlow, MLflow, Scikit-learn",Data Scientist,Data Scientist,"['GCP', 'Azure', 'CUDA', 'AWS', 'PyTorch']","['TensorFlow', 'MLflow', 'Scikit-learn']",5,3,142140,231014,186577.0,Very High (>150K),South Christopher,FJ,Fiji,Oceania,Tech,Technology,Senior,Contract,Startup,2024-02-15,2024,2,1,February,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,2,0,6,2,7,3,88874,0.47633952738011653,1,8
1085,Kaufman LLC,Tech,ML Engineer,"AWS, Excel, SQL, Scikit-learn",Senior,Full-time,"Port Ianfurt, LR",74360-154591,2023/12/24,Startup,"Scikit-learn, KDB+, PyTorch",Ml Engineer,ML Engineer,"['AWS', 'Excel', 'SQL', 'Scikit-learn']","['Scikit-learn', 'KDB+', 'PyTorch']",4,3,74360,154591,114475.5,High (100K-150K),Port Ianfurt,LR,Liberia,Africa,Tech,Technology,Senior,Full-Time,Startup,2023-12-24,2023,12,4,December,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1,6,2,0,0,80231,0.7008573886988919,2,7
1086,Murphy LLC,Healthcare,Data Analyst,"Keras, TensorFlow, MLflow, NumPy, Pandas, Scikit-learn",Senior,Contract,"Whitefort, NI",142266-205665,2024/4/6,Large,"LangChain, FastAPI, PyTorch",Data Analyst,Data Analyst,"['Keras', 'TensorFlow', 'MLflow', 'NumPy', 'Pandas', 'Scikit-learn']","['LangChain', 'FastAPI', 'PyTorch']",6,3,142266,205665,173965.5,Very High (>150K),Whitefort,NI,Unknown,Other,Healthcare,Healthcare,Senior,Contract,Large,2024-04-06,2024,4,2,April,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,3,2,0,4,0,8,3,63399,0.36443432749596905,1,9
1087,Matthews-Collins,E-commerce,NLP Engineer,"Flask, Pandas, GCP",Senior,Full-time,"Jonesville, TO",85449-173276,2025/1/24,Mid,"LangChain, PyTorch",Nlp Engineer,NLP Engineer,"['Flask', 'Pandas', 'GCP']","['LangChain', 'PyTorch']",3,2,85449,173276,129362.5,High (100K-150K),Jonesville,TO,Unknown,Other,E-Commerce,Retail & E-commerce,Senior,Full-Time,Mid,2025-01-24,2025,1,1,January,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6,2,1,1,1,8,0,87827,0.678921634940574,0,5
1088,Rivas PLC,Retail,AI Product Manager,"CUDA, SQL, Azure, MLflow, Python, GCP",Mid,Contract,"South Timothystad, CH",72838-82839,2023/9/26,Startup,KDB+,Ai Product Manager,AI Product Manager,"['CUDA', 'SQL', 'Azure', 'MLflow', 'Python', 'GCP']",['KDB+'],6,1,72838,82839,77838.5,Mid (70K-100K),South Timothystad,CH,Unknown,Other,Retail,Retail & E-commerce,Mid,Contract,Startup,2023-09-26,2023,9,3,September,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5,2,8,2,10001,0.12848397643839488,2,7
1089,Alvarez PLC,Automotive,Computer Vision Engineer,"Azure, Flask, PyTorch, C++, GCP, Pandas",Entry,Remote,"North Connorfurt, PA",58883-94087,2024/1/13,Mid,"KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['Azure', 'Flask', 'PyTorch', 'C++', 'GCP', 'Pandas']","['KDB+', 'TensorFlow']",6,2,58883,94087,76485.0,Mid (70K-100K),North Connorfurt,PA,Panama,Central America,Automotive,Automotive & Transportation,Entry,Remote,Mid,2024-01-13,2024,1,1,January,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,3,0,1,3,2,35204,0.460273256194025,1,8
1090,Best Inc,E-commerce,Data Analyst,"FastAPI, Excel, AWS, TensorFlow",Entry,Internship,"Lake Melanie, VU",137871-236301,2024/7/19,Mid,PyTorch,Data Analyst,Data Analyst,"['FastAPI', 'Excel', 'AWS', 'TensorFlow']",['PyTorch'],4,1,137871,236301,187086.0,Very High (>150K),Lake Melanie,VU,Vanuatu,Oceania,E-Commerce,Retail & E-commerce,Entry,Internship,Mid,2024-07-19,2024,7,3,July,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,1,7,3,98430,0.5261216766620699,1,5
1091,"Ochoa, Davidson and Thomas",Education,Quant Researcher,"Azure, Keras, C++, LangChain",Senior,Remote,"Coryton, WS",72807-148336,2025/3/11,Large,"TensorFlow, BigQuery",Quant Researcher,Quant Researcher,"['Azure', 'Keras', 'C++', 'LangChain']","['TensorFlow', 'BigQuery']",4,2,72807,148336,110571.5,High (100K-150K),Coryton,WS,Unknown,Other,Education,Education,Senior,Remote,Large,2025-03-11,2025,3,1,March,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,2,3,2,0,8,0,75529,0.6830783701044121,0,6
1092,"Reilly, Barajas and Hughes",Finance,AI Product Manager,"CUDA, Excel, FastAPI, MLflow, Azure, Power BI",Senior,Full-time,"South Kathleen, MV",121770-181258,2024/2/23,Startup,"FastAPI, BigQuery",Ai Product Manager,AI Product Manager,"['CUDA', 'Excel', 'FastAPI', 'MLflow', 'Azure', 'Power BI']","['FastAPI', 'BigQuery']",6,2,121770,181258,151514.0,Very High (>150K),South Kathleen,MV,Unknown,Other,Finance,Finance & Banking,Senior,Full-Time,Startup,2024-02-23,2024,2,1,February,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,3,2,8,3,59488,0.392623783940758,1,8
1093,"Dixon, Wright and Smith",Education,Data Analyst,"MLflow, SQL, Pandas",Entry,Internship,"Markfort, NO",59736-141312,2025/9/10,Large,"BigQuery, KDB+",Data Analyst,Data Analyst,"['MLflow', 'SQL', 'Pandas']","['BigQuery', 'KDB+']",3,2,59736,141312,100524.0,High (100K-150K),Markfort,NO,Norway,Europe,Education,Education,Entry,Internship,Large,2025-09-10,2025,9,3,September,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,2,2,0,4,0,81576,0.811507699653814,0,5
1094,"Sawyer, Hall and Lowe",Automotive,Data Analyst,"CUDA, NumPy, Keras",Mid,Internship,"Nancyberg, AF",54563-120250,2023/12/28,Large,"TensorFlow, MLflow, PyTorch",Data Analyst,Data Analyst,"['CUDA', 'NumPy', 'Keras']","['TensorFlow', 'MLflow', 'PyTorch']",3,3,54563,120250,87406.5,Mid (70K-100K),Nancyberg,AF,Unknown,Other,Automotive,Automotive & Transportation,Mid,Internship,Large,2023-12-28,2023,12,4,December,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,3,1,2,0,0,8,2,65687,0.7515116152688873,2,6
1095,"Donaldson, Espinoza and Mills",Tech,AI Product Manager,"C++, Reinforcement Learning, Flask, AWS, Scikit-learn, NumPy",Senior,Full-time,"Matthewsberg, DO",59528-141804,2024/12/11,Mid,FastAPI,Ai Product Manager,AI Product Manager,"['C++', 'Reinforcement Learning', 'Flask', 'AWS', 'Scikit-learn', 'NumPy']",['FastAPI'],6,1,59528,141804,100666.0,High (100K-150K),Matthewsberg,DO,Dominican Republic,Caribbean,Tech,Technology,Senior,Full-Time,Mid,2024-12-11,2024,12,4,December,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,6,1,2,0,82276,0.817316670971331,1,7
1096,Davis-Moore,Retail,Computer Vision Engineer,"PyTorch, Python, FastAPI, Azure, LangChain",Senior,Full-time,"North Jessica, VC",135458-162633,2025/9/19,Mid,"FastAPI, KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['PyTorch', 'Python', 'FastAPI', 'Azure', 'LangChain']","['FastAPI', 'KDB+', 'TensorFlow']",5,3,135458,162633,149045.5,High (100K-150K),North Jessica,VC,Saint Vincent and the Grenadines,Caribbean,Retail,Retail & E-commerce,Senior,Full-Time,Mid,2025-09-19,2025,9,3,September,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,1,5,1,2,0,27175,0.18232687333733658,0,8
1097,Clark PLC,Retail,NLP Engineer,"GCP, Scikit-learn, CUDA, R, AWS, Pandas",Mid,Internship,"New Austin, BZ",120849-175578,2025/3/20,Startup,TensorFlow,Nlp Engineer,NLP Engineer,"['GCP', 'Scikit-learn', 'CUDA', 'R', 'AWS', 'Pandas']",['TensorFlow'],6,1,120849,175578,148213.5,High (100K-150K),New Austin,BZ,Belize,Central America,Retail,Retail & E-commerce,Mid,Internship,Startup,2025-03-20,2025,3,1,March,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,6,1,2,5,2,3,0,54729,0.3692578611260108,0,7
1098,Lynch-Coffey,Automotive,ML Engineer,"Azure, R, Hugging Face, SQL, MLflow, Flask",Entry,Internship,"Deborahton, CV",114398-162569,2023/10/11,Large,"TensorFlow, LangChain",Ml Engineer,ML Engineer,"['Azure', 'R', 'Hugging Face', 'SQL', 'MLflow', 'Flask']","['TensorFlow', 'LangChain']",6,2,114398,162569,138483.5,High (100K-150K),Deborahton,CV,Unknown,Other,Automotive,Automotive & Transportation,Entry,Internship,Large,2023-10-11,2023,10,4,October,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,5,0,2,0,0,8,0,48171,0.3478464943477021,2,8
1099,Archer Ltd,Tech,AI Product Manager,"Keras, Azure, C++, Reinforcement Learning, Hugging Face",Entry,Remote,"Allisonview, ET",102033-129786,2024/9/16,Mid,Scikit-learn,Ai Product Manager,AI Product Manager,"['Keras', 'Azure', 'C++', 'Reinforcement Learning', 'Hugging Face']",['Scikit-learn'],5,1,102033,129786,115909.5,High (100K-150K),Allisonview,ET,Ethiopia,Africa,Tech,Technology,Entry,Remote,Mid,2024-09-16,2024,9,3,September,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,6,1,0,0,27753,0.23943680198775769,1,6
1100,"Estrada, Perry and Jackson",E-commerce,AI Product Manager,"NumPy, Hugging Face, CUDA, Flask",Mid,Internship,"Eatonmouth, PW",109096-152219,2023/10/13,Startup,"TensorFlow, BigQuery",Ai Product Manager,AI Product Manager,"['NumPy', 'Hugging Face', 'CUDA', 'Flask']","['TensorFlow', 'BigQuery']",4,2,109096,152219,130657.5,High (100K-150K),Eatonmouth,PW,Palau,Oceania,E-Commerce,Retail & E-commerce,Mid,Internship,Startup,2023-10-13,2023,10,4,October,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,2,7,0,43123,0.3300461129288407,2,6
1101,Shelton-Ellison,Healthcare,NLP Engineer,"FastAPI, C++, R, Scikit-learn, GCP, Flask",Mid,Internship,"Davistown, NA",42116-124383,2024/6/21,Large,"PyTorch, FastAPI, MLflow",Nlp Engineer,NLP Engineer,"['FastAPI', 'C++', 'R', 'Scikit-learn', 'GCP', 'Flask']","['PyTorch', 'FastAPI', 'MLflow']",6,3,42116,124383,83249.5,Mid (70K-100K),Davistown,,Unknown,Other,Healthcare,Healthcare,Mid,Internship,Large,2024-06-21,2024,6,2,June,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,6,1,2,4,0,8,2,82267,0.9881981273160799,1,9
1102,Montgomery Inc,Finance,Data Scientist,"Power BI, R, Python, C++, SQL",Entry,Internship,"Danielside, SZ",101352-179549,2024/7/25,Large,KDB+,Data Scientist,Data Scientist,"['Power BI', 'R', 'Python', 'C++', 'SQL']",['KDB+'],5,1,101352,179549,140450.5,High (100K-150K),Danielside,SZ,Unknown,Other,Finance,Finance & Banking,Entry,Internship,Large,2024-07-25,2024,7,3,July,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,2,3,0,8,0,78197,0.5567584309062623,1,6
1103,"Rios, Evans and Foster",Retail,AI Researcher,"R, Python, Reinforcement Learning",Senior,Full-time,"Hernandezland, ZA",66107-154510,2024/11/21,Large,"FastAPI, PyTorch",Ai Researcher,AI Researcher,"['R', 'Python', 'Reinforcement Learning']","['FastAPI', 'PyTorch']",3,2,66107,154510,110308.5,High (100K-150K),Hernandezland,ZA,South Africa,Africa,Retail,Retail & E-commerce,Senior,Full-Time,Large,2024-11-21,2024,11,4,November,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,1,5,0,0,0,88403,0.8014160286831931,1,5
1104,"Garcia, Lopez and Santiago",Finance,NLP Engineer,"LangChain, Azure, PyTorch, FastAPI",Senior,Remote,"New Jared, BB",47058-61355,2024/12/3,Mid,Scikit-learn,Nlp Engineer,NLP Engineer,"['LangChain', 'Azure', 'PyTorch', 'FastAPI']",['Scikit-learn'],4,1,47058,61355,54206.5,Low (<70K),New Jared,BB,Barbados,Caribbean,Finance,Finance & Banking,Senior,Remote,Mid,2024-12-03,2024,12,4,December,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,3,1,2,1,14297,0.2637506572090063,1,5
1105,Bell Group,Finance,AI Researcher,"Hugging Face, GCP, FastAPI",Entry,Full-time,"Nicholaschester, KE",134451-175964,2023/11/11,Startup,LangChain,Ai Researcher,AI Researcher,"['Hugging Face', 'GCP', 'FastAPI']",['LangChain'],3,1,134451,175964,155207.5,Very High (>150K),Nicholaschester,KE,Kenya,Africa,Finance,Finance & Banking,Entry,Full-Time,Startup,2023-11-11,2023,11,4,November,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,0,3,41513,0.26746774479326063,2,4
1106,Stevens-Foster,Tech,Data Analyst,"Power BI, Python, Pandas, AWS",Entry,Full-time,"Blairside, GH",65526-112033,2024/3/13,Startup,"Scikit-learn, PyTorch, BigQuery",Data Analyst,Data Analyst,"['Power BI', 'Python', 'Pandas', 'AWS']","['Scikit-learn', 'PyTorch', 'BigQuery']",4,3,65526,112033,88779.5,Mid (70K-100K),Blairside,GH,Ghana,Africa,Tech,Technology,Entry,Full-Time,Startup,2024-03-13,2024,3,1,March,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,6,2,0,2,46507,0.5238484109507262,1,7
1107,Sawyer PLC,E-commerce,NLP Engineer,"Hugging Face, Azure, SQL",Mid,Internship,"Bryceport, AO",98233-144034,2025/1/17,Large,"MLflow, BigQuery, PyTorch",Nlp Engineer,NLP Engineer,"['Hugging Face', 'Azure', 'SQL']","['MLflow', 'BigQuery', 'PyTorch']",3,3,98233,144034,121133.5,High (100K-150K),Bryceport,AO,Angola,Africa,E-Commerce,Retail & E-commerce,Mid,Internship,Large,2025-01-17,2025,1,1,January,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6,1,2,1,0,0,0,45801,0.37810349738098875,0,6
1108,Hurley-Scott,Healthcare,Quant Researcher,"R, CUDA, Reinforcement Learning",Senior,Internship,"West Christian, SO",63107-93304,2024/7/24,Startup,"TensorFlow, BigQuery, MLflow",Quant Researcher,Quant Researcher,"['R', 'CUDA', 'Reinforcement Learning']","['TensorFlow', 'BigQuery', 'MLflow']",3,3,63107,93304,78205.5,Mid (70K-100K),West Christian,SO,Unknown,Other,Healthcare,Healthcare,Senior,Internship,Startup,2024-07-24,2024,7,3,July,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,7,2,2,4,2,8,2,30197,0.3861237381002615,1,6
1109,Black-Bennett,Tech,Quant Researcher,"Reinforcement Learning, Hugging Face, CUDA, MLflow, AWS, PyTorch",Mid,Contract,"Lake Toddmouth, IN",111226-163698,2024/9/13,Mid,"LangChain, TensorFlow, KDB+",Quant Researcher,Quant Researcher,"['Reinforcement Learning', 'Hugging Face', 'CUDA', 'MLflow', 'AWS', 'PyTorch']","['LangChain', 'TensorFlow', 'KDB+']",6,3,111226,163698,137462.0,High (100K-150K),Lake Toddmouth,IN,India,Asia,Tech,Technology,Mid,Contract,Mid,2024-09-13,2024,9,3,September,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,7,1,0,6,1,1,0,52472,0.3817200389925943,1,9
1110,Perez Group,Tech,AI Product Manager,"Scikit-learn, Pandas, FastAPI, AWS, Python",Mid,Contract,"South Erikchester, GA",75074-155545,2023/11/11,Large,"FastAPI, LangChain",Ai Product Manager,AI Product Manager,"['Scikit-learn', 'Pandas', 'FastAPI', 'AWS', 'Python']","['FastAPI', 'LangChain']",5,2,75074,155545,115309.5,High (100K-150K),South Erikchester,GA,Unknown,Other,Tech,Technology,Mid,Contract,Large,2023-11-11,2023,11,4,November,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6,0,8,0,80471,0.6978696464731874,2,7
1111,"Saunders, Bradford and Sharp",E-commerce,Quant Researcher,"Pandas, Excel, Flask, LangChain, Scikit-learn, TensorFlow",Mid,Full-time,"Port Meganstad, GW",80973-145159,2023/10/3,Large,"KDB+, LangChain, PyTorch",Quant Researcher,Quant Researcher,"['Pandas', 'Excel', 'Flask', 'LangChain', 'Scikit-learn', 'TensorFlow']","['KDB+', 'LangChain', 'PyTorch']",6,3,80973,145159,113066.0,High (100K-150K),Port Meganstad,GW,Guinea-Bissau,Africa,E-Commerce,Retail & E-commerce,Mid,Full-Time,Large,2023-10-03,2023,10,4,October,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,7,1,1,1,0,0,0,64186,0.5676861302248244,2,9
1112,Hudson-Gordon,Education,Quant Researcher,"FastAPI, SQL, Scikit-learn",Mid,Contract,"Port Erikaburgh, PG",93507-119377,2024/4/27,Startup,LangChain,Quant Researcher,Quant Researcher,"['FastAPI', 'SQL', 'Scikit-learn']",['LangChain'],3,1,93507,119377,106442.0,High (100K-150K),Port Erikaburgh,PG,Papua New Guinea,Oceania,Education,Education,Mid,Contract,Startup,2024-04-27,2024,4,2,April,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,2,2,7,0,25870,0.2430431596550234,1,4
1113,"Nelson, Maddox and Klein",Finance,ML Engineer,"Flask, MLflow, Scikit-learn",Senior,Internship,"Philipmouth, GQ",50076-79334,2024/10/21,Large,"Scikit-learn, FastAPI",Ml Engineer,ML Engineer,"['Flask', 'MLflow', 'Scikit-learn']","['Scikit-learn', 'FastAPI']",3,2,50076,79334,64705.0,Low (<70K),Philipmouth,GQ,Equatorial Guinea,Africa,Finance,Finance & Banking,Senior,Internship,Large,2024-10-21,2024,10,4,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,5,2,2,3,0,0,1,29258,0.45217525693532185,1,5
